BASE_DATE,STOCK_NAME,BOND_CODE,ISSUER_NAME,FACILITY_NAME,OUTSTANDING_AMOUNT,TRADE_RECENCY,TRADE_FREQUENCY,TRADE_TURNOVER,COMPOSITE_LIQUIDITY_SCORE
20/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
20/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
20/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
20/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
20/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
20/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
20/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
19/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
19/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
19/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
19/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
19/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
19/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
19/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
19/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
19/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
16/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
16/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
16/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
16/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
16/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
16/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
16/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
16/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
16/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
15/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
15/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
15/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
15/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
15/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
15/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
15/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
15/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
15/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
14/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
14/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,3,3
14/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
14/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
14/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
14/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
14/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
14/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
14/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
13/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
13/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,3,3
13/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
13/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
13/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
13/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
13/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
13/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
13/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
12/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
12/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
12/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
12/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
12/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
12/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
12/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
12/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,3,3
12/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
9/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
9/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
9/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
9/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,3,3
9/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
9/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
9/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
9/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
9/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
8/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
8/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
8/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
8/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
8/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
8/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
8/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
8/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,3,3
8/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
7/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
7/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
7/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
7/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
7/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
7/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
7/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
7/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,3,3
7/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
6/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
6/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
6/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
6/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
6/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
6/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
6/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
6/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
6/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
5/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
5/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
5/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
5/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
5/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
5/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
5/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
5/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
5/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
2/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
2/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
2/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
2/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
2/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
2/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
2/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
2/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
2/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
1/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
1/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
1/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
1/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
1/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
1/12/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
1/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
1/12/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
1/12/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
30/11/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
30/11/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,3,3.33333
30/11/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
30/11/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,3,2.33333
30/11/2022,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,2,1,2,1.66667
30/11/2022,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,3,1,4,2.66667
30/11/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
30/11/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
30/11/2022,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
